ageNaiveBayes,ageRandomForest,id,realAge
25-xx,25-xx,naturalvoyager,25-xx
25-xx,18-24,srouvier,25-xx
25-xx,25-xx,maritriniginer,25-xx
25-xx,25-xx,luistomala,25-xx
25-xx,25-xx,jesusferre,25-xx
25-xx,25-xx,rafadiaz1,25-xx
25-xx,25-xx,ginesalarcon,25-xx
25-xx,25-xx,titatorro,18-24
25-xx,25-xx,heteronima,25-xx
25-xx,25-xx,carmechaparro,25-xx
25-xx,25-xx,juanant_galindo,25-xx
25-xx,25-xx,evacolladoduran,25-xx
25-xx,25-xx,jalguerrero,25-xx
25-xx,25-xx,acedotor,25-xx
25-xx,25-xx,webempresa20,25-xx
25-xx,25-xx,almarro1,25-xx
25-xx,25-xx,andreurobuste,25-xx
25-xx,25-xx,carlosguadian,25-xx
25-xx,25-xx,perejoanmitjans,25-xx
25-xx,25-xx,luismiguelcas,25-xx
25-xx,25-xx,amigerpe,25-xx
25-xx,25-xx,ezequielherraiz,10-17
25-xx,25-xx,paulimoraless,18-24
25-xx,25-xx,elritual,18-24
25-xx,25-xx,sebastianfest,18-24
25-xx,25-xx,gambaargentina,18-24
25-xx,25-xx,santiagocalerok,25-xx
25-xx,25-xx,al3xm4cie1,18-24
10-17,10-17,emi_difabio,18-24
25-xx,25-xx,fedepellegrini_,25-xx
18-24,18-24,micaperk,18-24
25-xx,25-xx,ailenskerlj,18-24
