score,word
1.05910811225,mañana
1.06262717747,día
1.07682859958,año
1.08520686522,años
1.10217696944,así
1.13700636058,puedo
1.1484641562,días
1.14974538636,salir
1.15876025746,persona
1.1626487912,decir
1.16655250468,amor
1.16655250468,vas
1.17047151688,dar
1.17047151688,pasar
1.17047151688,veo
1.17178127476,después
1.17178127476,hacen
1.17178127476,viernes
1.17703752865,deja
1.1783559204,lado
1.18232155679,haciendo
1.18364693804,hablar
1.18630298209,casi
1.18763365428,cara
1.18896609951,horas
1.19297412091,queda
1.19565508766,cosa
1.19969006288,final
1.20103868075,suerte
1.20238911984,volver
1.20374138509,peor
1.20645141385,grande
1.20916880683,llegar
1.20916880683,mira
1.21053027743,poner
1.21325879208,amigo
1.21325879208,dormir
1.21462584629,llega
1.2159947719,sale
1.21736557403,dan
1.21736557403,dicen
1.21873825785,pone
1.22011282851,dijo
1.22148929122,digo
1.22148929122,fotos
1.22148929122,sabes
1.22148929122,sueño
1.22424791366,15
1.22424791366,aunque
1.22424791366,dejar
1.22424791366,mejores
1.22424791366,mil
1.22424791366,pensar
1.22424791366,sabe
1.22424791366,sigo
1.22563008388,jajaja
1.22840016876,domingo
1.22840016876,primera
1.22978809403,favor
1.22978809403,madre
1.22978809403,pasado
1.22978809403,siento
1.23117794832,cabeza
1.23117794832,cumple
1.23396346544,buenas
1.23535913908,esperando
1.23675676335,lunes
1.24377433601,ahí
1.24377433601,hago
1.24659521235,hizo
1.24659521235,seguro
1.24659521235,vos
1.24800864015,lindo
1.25084150323,historia
1.25510590202,acuerdo
1.25653141901,dios
1.25653141901,unas
1.257958971,cualquier
1.25938856381,lugar
1.25938856381,mano
1.26082020328,vivir
1.26225389528,familia
1.26368964571,medio
1.26368964571,mientras
1.26368964571,sos
1.26945335043,manera
1.26945335043,vi
1.27234770845,mes
1.27234770845,misma
1.27379803503,mucha
1.27379803503,rato
1.27525046811,haber
1.27525046811,tomar
1.27525046811,único
1.27670501382,claro
1.27670501382,mala
1.27670501382,tipo
1.27816167832,comer
1.27816167832,dia
1.27816167832,fuerte
1.27962046778,amo
1.27962046778,habla
1.28108138842,quieren
1.28254444647,creer
1.28254444647,hola
1.28254444647,meses
1.2840096482,importa
1.2840096482,miedo
1.2898920181,todavía
1.29136803313,necesito
1.29136803313,vuelve
1.29284623,escuchar
1.29284623,hablando
1.29580919513,12
1.29580919513,tema
1.2972939764,entiendo
1.29878096552,iba
1.29878096552,idea
1.29878096552,re
1.29878096552,vuelta
1.30176159366,empezar
1.30176159366,linda
1.30176159366,loco
1.30176159366,media
1.30176159366,mierda
1.30176159366,minutos
1.30176159366,sol
1.30325524591,odio
1.30325524591,vacaciones
1.30475113251,twitter
1.30624926013,debe
1.30624926013,haces
1.31075715657,anda
1.31075715657,grupo
1.31075715657,jajajaja
1.31075715657,lluvia
1.31075715657,sábado
1.31377375011,visto
1.31528546619,cambiar
1.31679947102,alguna
1.31831577154,ojos
1.31831577154,primero
1.31983437472,11
1.32135528756,corazón
1.32135528756,encanta
1.32135528756,venir
1.3228785171,arriba
1.3228785171,mujer
1.32440407041,doy
1.32746217677,dejo
1.32746217677,justo
1.32746217677,pase
1.33052966383,quedo
1.33206694315,amiga
1.33360658934,luz
1.33514860969,conmigo
1.33669301154,entonces
1.33669301154,viaje
1.33978898925,dale
1.33978898925,vale
1.34134057994,calor
1.34134057994,perder
1.34289458181,tal
1.34289458181,tampoco
1.34289458181,ve
1.34445100235,dolor
1.34445100235,extraño
1.34600984912,nota
1.34600984912,palabras
1.34600984912,pasando
1.34757112969,pensando
1.34913485167,partido
1.34913485167,vivo
1.3507010227,18
1.3507010227,buscar
1.35226965047,jueves
1.3538407427,esperar
1.3538407427,sola
1.35699035161,algún
1.35699035161,hice
1.3585688839,nombre
1.3585688839,terminar
1.3617334435,jaja
1.36331948666,largo
1.36331948666,verano
1.36649913957,asi
1.36649913957,mirar
1.36968893494,pobre
1.37128765631,saben
1.37288893767,ah
1.37288893767,cómo
1.37288893767,haga
1.37288893767,juntos
1.37449278726,comprar
1.3760992133,agua
1.3760992133,dije
1.3760992133,pienso
1.37770822411,finde
1.37770822411,paz
1.37770822411,sino
1.379319828,triste
1.38255084859,tanta
1.38417028214,encima
1.38417028214,imposible
1.38417028214,lejos
1.38417028214,sacar
1.38579234251,problema
1.38579234251,recién
1.38579234251,siendo
1.38741703824,jugar
1.38741703824,pena
1.3890443779,último
1.39230702353,forma
1.39230702353,razón
1.39230702353,vaya
1.39394234687,dio
1.39394234687,llegue
1.39394234687,trabajar
1.39558034888,llego
1.39558034888,pelo
1.39558034888,vieja
1.39722103833,duele
1.39886442408,acá
1.40051051498,quedan
1.40051051498,realidad
1.40051051498,sólo
1.40051051498,tenes
1.40215931997,calle
1.40215931997,cuanto
1.40381084801,das
1.40381084801,fiesta
1.40381084801,hacia
1.40381084801,momentos
1.40712210932,frente
1.40712210932,martes
1.40878186073,dentro
1.41044437151,punto
1.41044437151,vemos
1.41044437151,vino
1.41210965083,camino
1.41210965083,humor
1.41544855209,mirando
1.41712219265,regalo
1.41712219265,temprano
1.41879863898,caso
1.4204779005,cama
1.4204779005,di
1.4204779005,espera
1.4204779005,navidad
1.4204779005,puta
1.42215998668,cumpleaños
1.42215998668,segundo
1.42384490705,juego
1.42384490705,viendo
1.42553267116,hijo
1.42553267116,pasan
1.42553267116,querer
1.42722328864,boca
1.42891676914,hermosa
1.42891676914,raro
1.43061312239,alto
1.43231235814,13
1.43231235814,tres
1.43231235814,ustedes
1.43401448621,100
1.43401448621,mando
1.43571951647,hermoso
1.43571951647,quieras
1.43742745881,escuchando
1.43913832321,banco
1.43913832321,llama
1.44085211969,bajo
1.44085211969,hacemos
1.44085211969,leer
1.44085211969,podes
1.44085211969,video
1.44256885831,onda
1.44428854919,argentina
1.4460112025,17
1.4460112025,malo
1.4460112025,plata
1.44773682847,ganar
1.44773682847,jajajajaja
1.44773682847,noches
1.44773682847,pa
1.44946543737,entrar
1.44946543737,pongo
1.45119703953,cualquiera
1.45119703953,viejo
1.45293164535,feo
1.45293164535,llorar
1.45466926525,demasiado
1.45466926525,hombre
1.45466926525,pedir
1.45640990972,culpa
1.45640990972,quedar
1.45640990972,tantas
1.45815358933,chicos
1.45815358933,cuerpo
1.45815358933,ven
1.45815358933,única
1.46165009639,cuesta
1.46165009639,hermano
1.46165009639,pregunta
1.46340294521,diga
1.46340294521,llevar
1.46340294521,manos
1.46515887192,morir
1.46515887192,música
1.46868000232,dias
1.46868000232,sé
1.47044522784,alma
1.47044522784,felicidad
1.47044522784,frío
1.4722135749,gana
1.4722135749,quería
1.4722135749,sentir
1.4722135749,vienen
1.47398505454,empieza
1.47398505454,negro
1.47753745615,problemas
1.47753745615,rápido
1.48288983289,cerca
1.48288983289,joda
1.48468034366,dando
1.48468034366,existe
1.48468034366,libre
1.48468034366,llevo
1.48647406612,fácil
1.48827101179,14
1.48827101179,16
1.48827101179,gusto
1.48827101179,mensaje
1.48827101179,vuelvo
1.4900711923,acabo
1.4900711923,listo
1.4918746193,celular
1.4918746193,ponen
1.49549125977,clase
1.49549125977,ojalá
1.49549125977,verte
1.49730449689,cae
1.49730449689,hambre
1.49730449689,loca
1.49730449689,siesta
1.49912102782,comida
1.49912102782,dicho
1.49912102782,pueda
1.49912102782,termina
1.50094086453,dejan
1.50094086453,difícil
1.50094086453,ropa
1.50094086453,viste
1.50276401909,alta
1.50459050362,abrazo
1.50459050362,grandes
1.5064203303,encuentro
1.5064203303,ojo
1.5064203303,ves
1.50825351138,felices
1.50825351138,venga
1.51009005919,50
1.51009005919,anoche
1.51009005919,cielo
1.51009005919,hablo
1.51009005919,muero
1.51009005919,perro
1.51009005919,puso
1.51192998611,pedo
1.51192998611,podemos
1.5137733046,san
1.5156200272,conocer
1.5156200272,estudiar
1.5156200272,quiera
1.5156200272,voz
1.51747016648,atrás
1.51747016648,entender
1.51747016648,ninguna
1.51932373513,aquí
1.51932373513,hablan
1.52304121153,pasó
1.52304121153,quede
1.52490514497,hijos
1.52490514497,salgo
1.52677255915,toca
1.52864346708,aire
1.52864346708,demás
1.52864346708,obvio
1.52864346708,risa
1.53051788188,asco
1.5323958167,24
1.5323958167,allá
1.5323958167,durmiendo
1.5323958167,par
1.5342772848,última
1.5361622995,hicieron
1.5418387575,encontrar
1.5418387575,termine
1.54373809331,40
1.54564104345,hermana
1.54564104345,saca
1.54564104345,semanas
1.54754762172,deje
1.54754762172,poquito
1.54945784198,cambia
1.54945784198,che
1.54945784198,dudas
1.54945784198,quién
1.54945784198,segunda
1.55137171816,buscando
1.55137171816,matar
1.55137171816,puerta
1.55328926429,afuera
1.55328926429,ay
1.55328926429,faltan
1.55521049447,huevo
1.55713542288,25
1.55906406378,mamá
1.55906406378,mentira
1.55906406378,pensé
1.55906406378,puse
1.55906406378,salga
1.55906406378,tomando
1.56099643153,manda
1.56487240538,jugando
1.56487240538,usar
1.56681604059,aguante
1.56681604059,perfecto
1.56876346087,ayuda
1.56876346087,futuro
1.56876346087,junto
1.56876346087,siguen
1.570714681,perdón
1.57266971584,19
1.57266971584,cuento
1.57462858032,beso
1.57462858032,diciendo
1.57462858032,hagan
1.57462858032,pido
1.57855785846,especial
1.57855785846,jajajajajaja
1.57855785846,lleva
1.57855785846,queremos
1.57855785846,vive
1.58052830245,culo
1.58250263676,adelante
1.58250263676,levantar
1.58448087677,banda
1.58646303797,abajo
1.58844913594,salen
1.58844913594,termino
1.59043918635,acaba
1.59043918635,basta
1.59043918635,nuevos
1.59243320496,2017
1.59243320496,aprender
1.59243320496,duermo
1.59243320496,eh
1.59243320496,pude
1.59443120762,mitad
1.59443120762,mujeres
1.59443120762,sonrisa
1.59643321029,clases
1.59643321029,real
1.59843922902,juro
1.60044927995,palabra
1.60246337932,andar
1.60246337932,hablamos
1.60246337932,llena
1.60246337932,lleno
1.60246337932,normal
1.60650378886,piensa
1.608530132,aca
1.608530132,bastante
1.608530132,plaza
1.61056058955,duda
1.61056058955,nivel
1.61056058955,papá
1.61259517825,cierto
1.61259517825,equipo
1.61259517825,genial
1.61259517825,tenia
1.61463391494,entiende
1.61463391494,estan
1.61463391494,internet
1.61463391494,irme
1.61463391494,lista
1.61463391494,paro
1.61463391494,vergüenza
1.61872390019,fondo
1.61872390019,papa
1.62283068214,chica
1.62283068214,comiendo
1.62283068214,conozco
1.62283068214,podría
1.62283068214,seguimos
1.62283068214,toque
1.62283068214,total
1.62489041511,playa
1.62489041511,posible
1.62489041511,tambien
1.62489041511,tantos
1.62695439933,hacerme
1.62902265239,darle
1.62902265239,miércoles
1.62902265239,recuerdos
1.63109519199,contigo
1.63109519199,noticia
1.63109519199,queres
1.63109519199,sido
1.63109519199,tiro
1.63317203594,22
1.63317203594,entra
1.63317203594,mio
1.63317203594,país
1.63317203594,respuesta
1.63317203594,rt
1.63525320214,capaz
1.63525320214,hacerlo
1.63525320214,miro
1.63733870863,auto
1.63733870863,subir
1.63942857355,besos
1.64152281515,merece
1.64152281515,pinta
1.64152281515,rico
1.64152281515,vengo
1.64362145181,bola
1.64362145181,recuerdo
1.64572450201,21
1.64572450201,despues
1.64572450201,orto
1.64783198435,digan
1.64783198435,escribir
1.64783198435,querido
1.64994391755,fuerza
1.64994391755,gustan
1.64994391755,libro
1.64994391755,lpm
1.64994391755,mate
1.65206032046,centro
1.65206032046,chico
1.65206032046,olvidar
1.65418121203,canción
1.65418121203,helado
1.65418121203,hija
1.65418121203,pibe
1.65418121203,serie
1.65418121203,sirve
1.65630661134,vuelva
1.6584365376,ahi
1.6584365376,deseo
1.6584365376,lados
1.6584365376,toma
1.66057101013,concha
1.66057101013,ejemplo
1.66057101013,mente
1.66057101013,película
1.66271004837,amigas
1.66271004837,busca
1.66485367192,chau
1.66485367192,escuela
1.66485367192,juega
1.66485367192,mata
1.66700190046,increíble
1.66700190046,jajajaj
1.66700190046,ningún
1.66700190046,novio
1.66915475382,abuela
1.66915475382,mina
1.67131225196,caer
1.67131225196,hagas
1.67131225196,mayor
1.67131225196,temas
1.67347441496,pide
1.67347441496,serio
1.67564126305,llegan
1.67564126305,pie
1.67564126305,prefiero
1.67564126305,tremendo
1.67781281656,mandar
1.67781281656,perdido
1.67781281656,rompe
1.67998909598,ciudad
1.67998909598,llegó
1.67998909598,realmente
1.67998909598,uso
1.68217012193,bronca
1.68217012193,super
1.68435591515,muerte
1.68654649653,corte
1.68654649653,dieron
1.68654649653,romper
1.68874188709,baño
1.690942108,viajar
1.69314718056,club
1.69314718056,diciembre
1.69314718056,disfrutar
1.69314718056,luna
1.69314718056,mar
1.69314718056,necesita
1.69757196654,dejen
1.69757196654,entrada
1.69757196654,horrible
1.69757196654,leche
1.69757196654,programa
1.69757196654,tiempos
1.69979172328,compartir
1.69979172328,conoce
1.69979172328,verlo
1.7020164183,estudio
1.7020164183,próxima
1.70424607363,2018
1.70424607363,luego
1.70424607363,placer
1.70424607363,tw
1.70648071143,dura
1.70648071143,facebook
1.70648071143,tierra
1.70648071143,viejos
1.70872035402,chicas
1.70872035402,llueve
1.70872035402,piso
1.70872035402,saco
1.71096502388,contar
1.71096502388,extraña
1.71096502388,huevos
1.71096502388,nuevas
1.71321474361,gustaría
1.715469536,mensajes
1.71772942397,pronto
1.71772942397,resto
1.71772942397,suena
1.7199944306,larga
1.72226457913,adentro
1.72226457913,puesto
1.72453989297,ando
1.72453989297,carajo
1.72453989297,digas
1.72453989297,dulce
1.72453989297,interesante
1.72453989297,juan
1.72453989297,mesa
1.72453989297,tele
1.72453989297,viento
1.72453989297,viva
1.72682039567,ojala
1.72910611095,aún
1.72910611095,ex
1.72910611095,extrañar
1.72910611095,hiciste
1.72910611095,instagram
1.72910611095,jajaj
1.72910611095,locura
1.72910611095,mates
1.72910611095,palo
1.72910611095,pregunto
1.73139706269,levantarme
1.73139706269,novia
1.73139706269,salió
1.73369327495,trata
1.73599477194,blanco
1.73599477194,doble
1.73599477194,muerto
1.73599477194,puro
1.73830157804,corto
1.73830157804,leo
1.73830157804,seria
1.7406137178,chocolate
1.7406137178,genio
1.7406137178,pesar
1.7406137178,yendo
1.74293121594,caminar
1.74293121594,parar
1.74293121594,posta
1.74293121594,salida
1.74293121594,tomo
1.74525409736,cree
1.74525409736,escucho
1.74525409736,oportunidad
1.74525409736,padre
1.74525409736,prueba
1.74525409736,terrible
1.74758238711,levanto
1.74991611046,edad
1.74991611046,frase
1.74991611046,fútbol
1.75225529281,00
1.75225529281,corta
1.75225529281,pagar
1.75459995977,23
1.75459995977,dijeron
1.75459995977,dónde
1.75459995977,perdí
1.75459995977,presente
1.75459995977,sabemos
1.75459995977,sube
1.75459995977,vueltas
